starttime	seconds	ctime	dtime	ttime	wait
Tue Jul 26 16:55:08 2022	1658834708	0	2	2	2
Tue Jul 26 16:55:08 2022	1658834708	0	2	2	2
Tue Jul 26 16:55:08 2022	1658834708	0	2	2	2
Tue Jul 26 16:55:08 2022	1658834708	0	2	2	2
Tue Jul 26 16:55:08 2022	1658834708	0	3	3	2
