starttime	seconds	ctime	dtime	ttime	wait
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	2	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	2	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	2	1	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	3	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	0	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	2	2	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	3	1
Tue Jul 26 21:06:38 2022	1658849798	0	3	3	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	3	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	3	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	0	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	2	1	4	1
Tue Jul 26 21:06:39 2022	1658849799	0	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	0	3	4	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	0	4	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	0	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	0	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	0	4	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:39 2022	1658849799	2	2	4	1
Tue Jul 26 21:06:38 2022	1658849798	0	4	4	3
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
Tue Jul 26 21:06:38 2022	1658849798	1	4	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	4
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	4
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	0	4	4	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	4
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	1	3	4	3
