starttime	seconds	ctime	dtime	ttime	wait
Tue Jul 26 21:06:39 2022	1658849799	2	3	4	2
Tue Jul 26 21:06:38 2022	1658849798	0	4	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	4
Tue Jul 26 21:06:38 2022	1658849798	1	4	4	4
Tue Jul 26 21:06:38 2022	1658849798	1	4	4	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	4	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	1
Tue Jul 26 21:06:39 2022	1658849799	1	3	5	3
Tue Jul 26 21:06:39 2022	1658849799	2	2	5	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	2
Tue Jul 26 21:06:39 2022	1658849799	2	2	5	2
Tue Jul 26 21:06:39 2022	1658849799	1	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	4
Tue Jul 26 21:06:39 2022	1658849799	1	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	4
Tue Jul 26 21:06:39 2022	1658849799	2	3	5	2
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	2
Tue Jul 26 21:06:39 2022	1658849799	2	3	5	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	4
Tue Jul 26 21:06:39 2022	1658849799	2	3	5	1
Tue Jul 26 21:06:38 2022	1658849798	2	2	5	2
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	1
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	2
Tue Jul 26 21:06:39 2022	1658849799	2	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	4
Tue Jul 26 21:06:38 2022	1658849798	2	2	5	2
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	3
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	4	5	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:39 2022	1658849799	2	3	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:38 2022	1658849798	3	2	5	2
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	2
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	3
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	3
Tue Jul 26 21:06:39 2022	1658849799	0	5	5	4
Tue Jul 26 21:06:39 2022	1658849799	1	5	5	5
Tue Jul 26 21:06:39 2022	1658849799	3	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	2	3	5	3
Tue Jul 26 21:06:38 2022	1658849798	1	5	5	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	5	2
Tue Jul 26 21:06:38 2022	1658849798	2	4	5	3
Tue Jul 26 21:06:39 2022	1658849799	2	4	5	3
Tue Jul 26 21:06:38 2022	1658849798	3	3	6	1
Tue Jul 26 21:06:38 2022	1658849798	2	4	6	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	6	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	6	3
Tue Jul 26 21:06:38 2022	1658849798	1	5	6	5
Tue Jul 26 21:06:39 2022	1658849799	1	5	6	5
Tue Jul 26 21:06:38 2022	1658849798	1	4	6	4
Tue Jul 26 21:06:39 2022	1658849799	1	4	6	4
Tue Jul 26 21:06:39 2022	1658849799	2	4	6	3
Tue Jul 26 21:06:38 2022	1658849798	4	2	6	1
Tue Jul 26 21:06:39 2022	1658849799	1	5	6	4
Tue Jul 26 21:06:39 2022	1658849799	1	5	6	5
Tue Jul 26 21:06:39 2022	1658849799	2	4	6	2
Tue Jul 26 21:06:39 2022	1658849799	1	5	6	3
Tue Jul 26 21:06:38 2022	1658849798	1	5	6	5
Tue Jul 26 21:06:38 2022	1658849798	3	3	6	2
Tue Jul 26 21:06:38 2022	1658849798	1	6	6	4
Tue Jul 26 21:06:39 2022	1658849799	2	4	6	4
Tue Jul 26 21:06:38 2022	1658849798	1	5	6	4
Tue Jul 26 21:06:39 2022	1658849799	1	6	6	5
Tue Jul 26 21:06:39 2022	1658849799	1	5	6	5
Tue Jul 26 21:06:38 2022	1658849798	4	3	7	3
Tue Jul 26 21:06:38 2022	1658849798	2	5	7	5
Tue Jul 26 21:06:38 2022	1658849798	3	4	7	2
Tue Jul 26 21:06:38 2022	1658849798	4	3	7	2
Tue Jul 26 21:06:39 2022	1658849799	1	6	7	5
Tue Jul 26 21:06:38 2022	1658849798	2	6	7	6
Tue Jul 26 21:06:38 2022	1658849798	1	6	7	6
Tue Jul 26 21:06:38 2022	1658849798	1	6	7	4
Tue Jul 26 21:06:38 2022	1658849798	1	7	8	2
Tue Jul 26 21:06:39 2022	1658849799	1	7	8	7
Tue Jul 26 21:06:38 2022	1658849798	3	6	8	5
Tue Jul 26 21:06:38 2022	1658849798	5	3	8	2
Tue Jul 26 21:06:39 2022	1658849799	2	6	8	6
Tue Jul 26 21:06:39 2022	1658849799	2	6	9	6
Tue Jul 26 21:06:38 2022	1658849798	5	4	9	4
Tue Jul 26 21:06:38 2022	1658849798	4	6	9	2
Tue Jul 26 21:06:38 2022	1658849798	1	9	10	8
Tue Jul 26 21:06:38 2022	1658849798	1	9	10	9
Tue Jul 26 21:06:38 2022	1658849798	2	9	11	9
Tue Jul 26 21:06:38 2022	1658849798	1	10	11	9
Tue Jul 26 21:06:38 2022	1658849798	3	8	11	8
Tue Jul 26 21:06:38 2022	1658849798	3	9	12	9
Tue Jul 26 21:06:38 2022	1658849798	1	13	14	12
